UID,nickname,날짜,누적공적,누적점수,일일공적
630222.0,지히간,2025-04-13,29741.0,7301.0,150.0
630222.0,지히간,2025-04-14,30588,14276,150
630222.0,지히간,2025-04-15,31485,21747,150
630222.0,지히간,2025-04-16,31485,21747,0
188608.0,설윤,2025-04-12,18215.0,0.0,0
188608.0,설윤,2025-04-13,19290.0,9268.0,150.0
188608.0,설윤,2025-04-14,20365,18533,150
188608.0,설윤,2025-04-15,21454,27932,150
188608.0,설윤,2025-04-16,22527,37175,150
3192182.0,레티시어,2025-04-12,11865.0,0.0,0
3192182.0,레티시어,2025-04-13,13304.0,12600.0,180.0
3192182.0,레티시어,2025-04-14,14774,25532,180
3192182.0,레티시어,2025-04-15,16261,38621,180
3192182.0,레티시어,2025-04-16,17726,51481,180
481782.0,그릴롤,2025-04-12,27368.0,0.0,0
481782.0,그릴롤,2025-04-13,28936.0,13895.0,180.0
481782.0,그릴롤,2025-04-14,30506,27809,180
481782.0,그릴롤,2025-04-15,32086,41836,180
481782.0,그릴롤,2025-04-16,33661,55805,180
208728.0,운요,2025-04-12,25597.0,0.0,0
208728.0,운요,2025-04-13,26691.0,9458.0,150.0
208728.0,운요,2025-04-14,27785,18916,150
208728.0,운요,2025-04-15,28879,28374,150
208728.0,운요,2025-04-16,29970,37832,150
389157.0,페리,2025-04-12,12498.0,0.0,0
389157.0,페리,2025-04-13,14056.0,13800.0,180.0
389157.0,페리,2025-04-14,15644,27907,180
389157.0,페리,2025-04-15,17231,41999,180
389157.0,페리,2025-04-16,18809,55995,180
60896.0,몽별짱,2025-04-12,10587.0,0.0,0
60896.0,몽별짱,2025-04-13,11651.0,9099.0,150.0
60896.0,몽별짱,2025-04-14,12706,18198,150
60896.0,몽별짱,2025-04-15,13770,27354,150
60896.0,몽별짱,2025-04-16,15281,40676,180
